weather_main,traffic_volume
Clouds,6527
Drizzle,6813
Rain,6813
Clouds,6598
Rain,5020
Rain,5020
Clouds,3651
Rain,3271
Rain,2980
Clouds,2331
Clouds,1267
Rain,736
Snow,736
Clouds,429
Clouds,329
Clouds,296
Clouds,728
Clouds,2473
Clouds,5332
Clouds,7009
Clouds,5645
Clouds,5217
Clouds,5594
Clouds,5703
Clouds,5475
Clouds,6189
Clouds,6539
Clouds,6610
Clouds,6174
Clouds,5232
Clouds,3919
Clouds,3508
Clouds,4489
Clouds,3611
Clouds,2158
Clouds,1270
Thunderstorm,753
Clouds,600
Rain,383
Drizzle,383
Rain,371
Clouds,684
Clouds,1400
Clouds,2381
Clouds,3535
Clear,4332
Clear,4575
Clouds,4927
Clear,5385
Clear,5426
Clear,5361
Clear,4749
Clear,4797
Clear,4393
Clear,4036
Clear,3582
Clear,3335
Clear,3075
Clear,2853
Clear,2265
Clear,1446
Clear,819
Clear,604
Clear,390
Clear,284
Clear,493
Clouds,878
Clear,1320
Clear,2076
Clouds,3076
Clear,3918
Clear,4361
Clear,5034
Clear,4612
Clear,4546
Clear,4425
Clear,4475
Clear,4252
Clear,3909
Clear,2967
Clear,2697
Clear,2353
Clear,2288
Clear,2372
Clear,578
Clear,383
Clear,267
Clear,274
Clear,749
Clear,2608
Clear,5783
Clear,6851
Clear,6387
Clear,5104
Clear,4378
Clear,4641
Clear,4889
Clear,4845
Clear,5245
Clear,5654
Clear,6271
Clouds,5956
Clouds,4489
Clouds,3340
Clear,2883
Clouds,2728
Rain,1848
Rain,954
Clear,563
Clouds,336
Clouds,275
Clear,328
Mist,764
Mist,2679
Clouds,6032
Clear,7217
Clear,6401
Clear,5329
Clouds,4541
Clear,4780
Clear,5082
Clouds,5005
Clear,5399
Clear,6065
Clear,6725
Clear,6220
Clear,4533
Clear,3337
Clouds,2932
Clear,2699
Clouds,1809
Clear,1024
Clear,529
Clear,283
Clear,341
Thunderstorm,746
Thunderstorm,2561
Clear,5169
Clear,6017
Clear,5860
Clear,5208
Clear,4493
Clouds,4770
Clouds,4975
Clouds,4923
Clouds,5331
Clouds,5599
Clear,6421
Clouds,6312
Clouds,4541
Clear,3211
Clouds,2761
Clouds,2498
Clouds,1582
Clouds,1080
Clouds,544
Clouds,341
Clouds,268
Clouds,304
Rain,708
Rain,708
Rain,2575
Rain,5596
Rain,6818
Mist,6818
Rain,6818
Rain,5857
Mist,5857
Snow,5857
Drizzle,5857
Rain,5155
Mist,5155
Snow,5155
Rain,4492
Mist,4492
Snow,4492
Snow,4948
Mist,4948
Rain,5133
Mist,5133
Snow,5161
Mist,5161
Rain,5161
Snow,5556
Mist,5556
Snow,6100
Mist,6100
Snow,6752
Mist,6752
Clouds,6299
Rain,4800
Clouds,3559
Rain,3130
Clouds,2732
Clouds,1882
Clouds,1142
Clouds,648
Rain,396
Snow,337
Snow,345
Mist,345
Clouds,704
Clouds,2494
Clouds,5668
Clouds,6478
Clear,5761
Clouds,5221
Clear,4583
Clouds,5068
Clouds,5326
Clouds,5282
Clouds,5731
Clear,6084
Clouds,6391
Clouds,5837
Clouds,4775
Clear,3657
Clear,3018
Clear,3124
Clear,2972
Clear,2005
Clear,1187
Clear,693
Clear,489
Clear,361
Clear,420
Clouds,690
Clear,1339
Clouds,2299
Snow,3400
Mist,3400
Snow,3400
Fog,3400
Snow,4037
Mist,4037
Snow,4418
Mist,4418
Snow,4881
Mist,4881
Snow,4991
Mist,4991
Mist,4874
Snow,4874
Rain,4978
Snow,4978
Mist,4978
Mist,4818
Rain,4818
Mist,4760
Rain,4760
Rain,4760
Rain,4614
Mist,4614
Drizzle,4614
Rain,4431
Mist,4431
Drizzle,4431
Drizzle,4431
Rain,3521
Rain,3521
Drizzle,3521
Rain,3228
Drizzle,3228
Drizzle,3228
Rain,3401
Drizzle,3401
Drizzle,3401
Rain,2898
Drizzle,2898
Rain,1988
Clouds,1483
Clouds,912
Drizzle,717
Clouds,419
Clouds,314
Rain,504
Drizzle,882
Rain,1337
Drizzle,1337
Rain,1995
Rain,2711
Drizzle,3404
Clouds,3728
Mist,4287
Clouds,4456
Clouds,4410
Clouds,4607
Clouds,4413
Clouds,5734
Clouds,4470
Clouds,3420
Clouds,3004
Clouds,2467
Clouds,1735
Clouds,1058
Clouds,575
Clouds,330
Clouds,303
Clouds,284
Clouds,732
Rain,2634
Clouds,5763
Clouds,6970
Clouds,6289
Clouds,5047
Clouds,4451
Clouds,4507
Clouds,4818
Clear,4893
Clouds,5354
Clouds,5881
Clear,6466
Clear,6027
Clouds,4286
Clear,3253
Clouds,2758
Clear,2475
Clear,1524
Clear,1062
Clear,561
Clear,336
Clear,259
Clear,319
Clear,733
Mist,2763
Clear,6009
Clear,6739
Clear,6501
Clear,5229
Clear,4657
Clear,4773
Clear,4961
Clouds,5073
Clear,5296
Clear,5919
Clear,6763
Clouds,6110
Clouds,4556
Clear,3229
Clear,2975
Clear,2503
Clear,1963
Clear,3874
Clear,910
Clear,460
Clear,298
Clear,373
Clear,703
Clear,2774
Clear,5956
Mist,6888
Clear,5351
Clear,5487
Clear,4620
Clear,4807
Clear,5107
Clouds,5137
Clouds,5530
Clouds,6089
Clouds,6556
Clouds,6271
Clouds,4669
Clouds,3375
Clear,3219
Clouds,2562
Clear,1869
Clear,1093
Clear,576
Clear,373
Clear,262
Clear,364
Clear,756
Clouds,2737
Rain,5974
Rain,6800
Clouds,5813
Clouds,5369
Clear,4544
Clouds,4947
Clouds,5180
Clouds,5253
Clear,5598
Clouds,6344
Drizzle,6750
Drizzle,6750
Drizzle,6305
Rain,6305
Rain,4673
Rain,4673
Rain,3487
Rain,3487
Rain,3319
Rain,3319
Rain,3135
Mist,3135
Rain,3135
Rain,2227
Rain,2227
Drizzle,2227
Drizzle,1186
Rain,1186
Rain,680
Drizzle,680
Clouds,409
Clouds,292
Rain,366
Drizzle,673
Clouds,2503
Drizzle,5628
Clouds,6802
Rain,5932
Clouds,5143
Drizzle,4812
Clouds,5263
Clouds,5577
Rain,5457
Mist,5457
Rain,5825
Rain,6284
Clouds,6527
Clouds,5937
Clouds,5159
Clouds,3748
Clouds,3248
Clouds,2965
Clouds,2726
Clouds,1683
Clouds,962
Clear,744
Clouds,495
Clouds,304
Clear,329
Clouds,562
Clear,1167
Clear,1731
Clear,2512
Clear,3253
Clear,3193
Clear,3544
Clear,3793
Clear,3678
Clear,3391
Clear,3441
Clear,3280
Clear,3228
Clear,2771
Clear,2394
Clouds,2150
Clear,2147
Clouds,2053
Clouds,1374
Drizzle,1006
Rain,1006
Clouds,648
Squall,420
Clouds,297
Clear,226
Clear,378
Clear,631
Clear,955
Clouds,1486
Clouds,2256
Clouds,2862
Clouds,3094
Clouds,3311
Clouds,3277
Clear,3121
Clouds,3168
Clouds,3004
Clouds,2893
Clouds,2754
Clouds,2464
Clouds,2341
Clouds,2053
Clear,1581
Clear,878
Clear,521
Clear,269
Clear,227
Clear,289
Clear,718
Clear,2682
Clear,5790
Clear,6969
Clear,5972
Clear,5013
Clear,4402
Clear,4477
Clear,4778
Clear,4774
Clear,5175
Clear,5794
Clear,6454
Clear,6385
Clear,4620
Clear,3205
Clear,2789
Clear,2568
Clear,1686
Clear,958
Clear,580
Clear,324
Clear,238
Clear,344
Clear,755
Clear,2836
Clouds,5590
Clear,6501
Clouds,5806
Clouds,5046
Clouds,4579
Rain,4761
Rain,4888
Rain,5027
Clouds,5640
Clear,6093
Clear,6653
Clear,6445
Clouds,5182
Clear,3748
Clear,3530
Clouds,3282
Clear,2286
Clear,1350
Clear,691
Clear,389
Clear,261
Clear,349
Clear,795
Clear,2764
Clear,5952
Clouds,6624
Clear,6618
Clear,5449
Clouds,4846
Rain,5362
Clouds,5162
Clouds,5036
Clouds,5409
Clear,6236
Clouds,6423
Clouds,5982
Clear,4858
Clear,3536
Clear,3147
Clear,2934
Clear,2257
Clear,1254
Clear,648
Clear,382
Clear,277
Clear,335
Clear,752
Clear,2851
Clear,5903
Clouds,6642
Clouds,6404
Clear,5265
Clear,4537
Clear,5004
Clear,5017
Clear,5151
Clear,5544
Clear,6263
Clouds,6592
Clouds,6268
Clouds,4703
Clouds,3451
Clear,3223
Clear,3265
Clear,2317
Clear,1313
Clouds,751
Clear,475
Clear,311
Clear,365
Clear,727
Clear,2514
Clear,5501
Clouds,6778
Clear,5740
Clear,5008
Clear,4619
Clear,5256
Clear,5422
Clear,5616
Clear,5570
Clear,6366
Clear,6039
Clear,5153
Clear,3566
Clear,2928
Clear,2839
Clear,2641
Clouds,1851
Clouds,1173
Drizzle,727
Rain,501
Rain,352
Clouds,391
Rain,756
Rain,1331
Rain,1984
Mist,1984
Drizzle,1984
Drizzle,2726
Clouds,3477
Clouds,3696
Clouds,4161
Clouds,4742
Clouds,4577
Rain,4866
Mist,4866
Rain,4866
Rain,4875
Mist,4875
Rain,4875
Rain,4935
Mist,4935
Rain,4935
Rain,4813
Mist,4813
Rain,4813
Clouds,4237
Clouds,3327
Clouds,2974
Clouds,3099
Clouds,3095
Clouds,2361
Mist,1475
Mist,1001
Rain,1001
Mist,639
Rain,639
Mist,402
Clouds,318
Thunderstorm,541
Thunderstorm,541
Rain,541
Rain,815
Thunderstorm,815
Mist,815
Thunderstorm,815
Thunderstorm,815
Rain,1120
Mist,1120
Rain,1120
Thunderstorm,1120
Thunderstorm,1700
Mist,1700
Thunderstorm,1700
Rain,1700
Rain,1700
Thunderstorm,2802
Mist,2802
Rain,2802
Thunderstorm,2802
Thunderstorm,2802
Thunderstorm,3591
Mist,3591
Thunderstorm,3591
Rain,3591
Rain,3591
Thunderstorm,3591
Rain,4016
Mist,4016
Rain,4016
Mist,4679
Rain,4679
Rain,4679
Mist,4398
Clear,4324
Clear,4126
Clouds,4233
Clouds,3335
Clouds,3405
Clear,2830
Clear,2491
Clear,2337
Clear,1713
Clear,1094
Clear,624
Clear,355
Clear,402
Clouds,325
Clouds,787
Clouds,2588
Clouds,5612
Thunderstorm,6136
Mist,6136
Thunderstorm,6136
Thunderstorm,6136
Rain,6369
Mist,6369
Thunderstorm,6369
Thunderstorm,6369
Haze,5114
Mist,5114
Rain,5114
Haze,4273
Mist,4273
Rain,4273
Mist,4531
Clouds,4791
Clouds,4778
Clouds,5287
Thunderstorm,5636
Thunderstorm,5948
Thunderstorm,5948
Rain,5948
Mist,5948
Rain,5948
Rain,4197
Mist,4197
Thunderstorm,4197
Rain,4197
Thunderstorm,4197
Thunderstorm,3071
Rain,3071
Rain,2680
Mist,2680
Clouds,2367
Mist,1558
Mist,927
Mist,659
Rain,387
Mist,387
Mist,258
Rain,347
Mist,347
Rain,785
Mist,785
Rain,2683
Rain,6036
Rain,6036
Drizzle,6036
Rain,6588
Drizzle,6588
Rain,6588
Rain,6186
Mist,6186
Drizzle,6186
Drizzle,5094
Rain,5094
Clouds,4393
Clouds,4669
Clouds,4850
Rain,4898
Rain,5394
Clouds,5870
Clouds,6768
Clouds,6099
Clouds,4348
Clouds,3175
Clouds,2649
Rain,2682
Rain,2682
Rain,1640
Thunderstorm,1016
Mist,1016
Thunderstorm,1016
Rain,1016
Rain,1016
Rain,566
Mist,566
Clouds,335
Clouds,228
Mist,349
Mist,756
Mist,2687
Mist,5995
Mist,6880
Mist,6261
Clouds,5028
Clouds,4352
Clouds,4802
Rain,4997
Rain,4967
Mist,4967
Mist,5344
Drizzle,5344
Rain,5781
Mist,5781
Drizzle,5781
Drizzle,5781
Mist,6702
Rain,6702
Rain,6702
Drizzle,6244
Rain,6244
Drizzle,4442
Rain,4442
Rain,4442
Rain,3064
Mist,3064
Rain,2433
Mist,2433
Rain,2433
Drizzle,2433
Rain,2381
Mist,2381
Drizzle,2381
Rain,2381
Rain,1412
Mist,1412
Drizzle,1412
Drizzle,1412
Mist,1125
Drizzle,1125
Rain,1125
Mist,592
Mist,381
Mist,280
Drizzle,280
Drizzle,334
Drizzle,334
Rain,834
Drizzle,834
Drizzle,2841
Clouds,5919
Mist,6717
Rain,6717
Mist,6092
Rain,6092
Mist,5273
Mist,4525
Clouds,4830
Rain,5227
Rain,5227
Drizzle,5248
Rain,5248
Rain,5459
Drizzle,5459
Rain,6052
Drizzle,6052
Rain,6305
Mist,6305
Drizzle,6305
Drizzle,6167
Rain,6167
Drizzle,4200
Rain,4200
Drizzle,2542
Rain,2542
Rain,2531
Drizzle,2531
Rain,2660
Rain,1670
Clouds,1227
Clouds,705
Clear,414
Clear,325
Clear,389
Clear,744
Clear,2570
Clear,5234
Clear,6372
Clear,5568
Clear,4971
Clear,4658
Clear,5090
Clear,5368
Clear,5282
Clear,5550
Clear,5760
Clear,5559
Clear,4896
Clear,4127
Clear,3322
Clear,2833
Clear,2738
Clear,2358
Clear,1673
Clear,1030
Clear,706
Clear,516
Clear,323
Clear,366
Clear,663
Clear,1231
Clear,1748
Clear,2409
Clear,3153
Clear,3534
Clear,3784
Clear,4358
Clear,4537
Clear,4023
Clear,4047
Clouds,3980
Clouds,3621
Clouds,3415
Clouds,3019
Rain,2458
Rain,2631
Rain,2491
Thunderstorm,2491
Thunderstorm,2491
Rain,1875
Rain,1875
Rain,1208
Rain,1208
Rain,768
Drizzle,768
Clouds,566
Rain,364
Clouds,255
Clouds,474
Clouds,795
Clouds,1015
Clouds,1549
Clouds,2206
Clouds,2963
Clouds,3192
Clouds,3414
Clouds,3564
Clouds,3637
Clouds,3588
Clouds,3464
Clouds,3180
Clouds,2912
Clouds,2587
Clouds,2310
Clouds,2242
Clouds,1895
Clouds,1452
Clouds,863
Clouds,514
Clouds,427
Clouds,268
Clouds,264
Clouds,492
Clouds,857
Clouds,943
Clouds,1111
Clouds,1649
Clouds,2238
Clouds,2745
Clouds,3265
Clouds,3436
Clouds,3712
Clouds,3812
Clouds,3648
Clouds,3473
Clouds,3371
Clouds,2880
Clouds,2539
Clouds,2183
Clouds,1542
Clouds,975
Clouds,527
Clouds,345
Clouds,268
Clouds,336
Clouds,716
Clouds,2714
Clouds,5828
Mist,6195
Mist,4904
Rain,4904
Mist,4286
Haze,4472
Clouds,4749
Clouds,4848
Clouds,5395
Clouds,5867
Clouds,6658
Clouds,6040
Rain,4277
Mist,4277
Rain,3117
Clouds,2639
Mist,2404
Rain,1656
Mist,1656
Drizzle,1656
Mist,1032
Clouds,561
Clouds,373
Clouds,243
Drizzle,757
Mist,2800
Mist,6166
Drizzle,7068
Mist,6271
Rain,5195
Mist,5195
Rain,4501
Mist,4501
Rain,4811
Mist,4811
Mist,4899
Mist,5050
Rain,5556
Mist,5556
Drizzle,5556
Rain,6016
Mist,6016
Clouds,6267
Clouds,6538
Clouds,4904
Clouds,3221
Clouds,2828
Clouds,2617
Clouds,1800
Mist,1005
Mist,539
Mist,369
Mist,250
Clouds,360
Mist,777
Mist,2795
Mist,5579
Mist,3711
Fog,3711
Mist,5902
Mist,5303
Clouds,4359
Clouds,4784
Clouds,4933
Clouds,5155
Clouds,5634
Clouds,6414
Rain,6778
Mist,6778
Rain,6591
Mist,6591
Rain,6591
Clouds,4855
Clouds,3479
Clouds,3109
Clouds,2746
Clouds,2157
Thunderstorm,1311
Rain,1311
Mist,1311
Thunderstorm,741
Mist,741
Rain,741
Thunderstorm,741
Thunderstorm,741
Rain,480
Rain,480
Rain,339
Thunderstorm,339
Rain,339
Mist,339
Rain,339
Thunderstorm,373
Rain,373
Clouds,743
Clear,2665
Clear,5868
Rain,6653
Clouds,5974
Clouds,5412
Rain,4929
Rain,5220
Clouds,5591
Clouds,5635
Clouds,5915
Clouds,6175
Clouds,6273
Clouds,6075
Rain,5015
Mist,5015
Rain,5015
Rain,3854
Clouds,3256
Clouds,3160
Clouds,2636
Clouds,1820
Clouds,1116
Thunderstorm,761
Thunderstorm,557
Mist,557
Thunderstorm,557
Rain,557
Thunderstorm,557
Rain,438
Clear,421
Clear,807
Clear,1567
Clear,2430
Clear,3281
Clouds,3954
Clear,4694
Clear,4975
Clouds,4813
Clear,4622
Clouds,4647
Clouds,4768
Clouds,4412
Clouds,4382
Clouds,3945
Rain,3276
Clouds,2886
Clouds,2902
Clouds,2616
Clear,2047
Clouds,1221
Clear,787
Clouds,646
Clouds,355
Clouds,374
Clouds,719
Clouds,947
Clouds,1486
Clear,2189
Clear,3154
Clouds,3771
Clouds,4184
Clouds,4702
Clouds,4535
Clouds,4519
Rain,4645
Rain,4645
Rain,4502
Mist,4502
Rain,4383
Clouds,4111
Clouds,3308
Clouds,2981
Clouds,2655
Clouds,1963
Clouds,1189
Clouds,596
Clouds,355
Clouds,319
Clouds,343
Clouds,791
Clouds,2769
Clouds,5893
Clouds,6746
Clouds,6192
Clouds,4967
Clear,4443
Clouds,4667
Clouds,4746
Clouds,4761
Clear,5235
Clouds,5739
Clear,6674
Clouds,6079
Clouds,4307
Clouds,3189
Clear,2805
Clear,2375
Clear,1705
Clear,1039
Clear,602
Clear,345
Clear,256
Clear,336
Mist,821
Mist,2762
Clear,6057
Clear,6635
Clear,6502
Clear,4995
Clear,4438
Clear,4690
Clouds,4906
Clouds,4958
Clear,5470
Clouds,5979
Clouds,6852
Haze,6189
Clouds,4479
Clouds,3270
Clouds,2712
Rain,2583
Clouds,1899
Clouds,1236
Clouds,570
Clouds,375
Clouds,249
Clouds,343
Clouds,788
Clouds,2736
Clouds,5890
Clouds,6085
Clouds,5790
Clouds,5281
Rain,4423
Rain,4756
Rain,4959
Rain,5093
Rain,5550
Rain,6055
Drizzle,6055
Drizzle,6762
Drizzle,6547
Rain,6547
Rain,4599
Rain,3378
Rain,2821
Mist,2821
Rain,2615
Drizzle,2615
Rain,1922
Drizzle,1922
Rain,1293
Drizzle,1293
Rain,655
Mist,655
Rain,372
Mist,372
Mist,281
Rain,382
Mist,382
Rain,812
Mist,812
Drizzle,812
Rain,2749
Mist,2749
Rain,5791
Mist,5791
Drizzle,5791
Mist,6604
Drizzle,6604
Rain,6219
Drizzle,6219
Mist,6219
Rain,5050
Mist,5050
Drizzle,5050
Rain,4610
Mist,4610
Rain,4925
Mist,4925
Rain,5181
Mist,5181
Rain,5139
Mist,5139
Rain,5666
Mist,5666
Mist,6291
Rain,6291
Rain,6744
Mist,6744
Rain,6419
Mist,6419
Rain,4919
Mist,4919
Rain,3557
Mist,3557
Rain,3143
Mist,3143
Clouds,3146
Clouds,2202
Clouds,1453
Rain,715
Clouds,453
Mist,321
Rain,372
Mist,372
Rain,783
Mist,2535
Rain,5670
Mist,5670
Rain,6787
Mist,6787
Rain,5620
Mist,5620
Rain,5119
Mist,5119
Rain,4683
Mist,4683
Mist,5179
Clouds,5595
Rain,5385
Clouds,5659
Clouds,5905
Clouds,6541
Clouds,5723
Clouds,4693
Clouds,3770
Clouds,3114
Rain,3331
Rain,3068
Rain,2088
Rain,1320
Clouds,870
Clouds,606
Clouds,414
Clouds,414
Mist,793
Clouds,1479
Clouds,2138
Clouds,2893
Clouds,3721
Clouds,3761
Clouds,4101
Clouds,4362
Clouds,4442
Clouds,4535
Clouds,4413
Clouds,4292
Clouds,4076
Rain,4058
Clouds,3231
Clouds,3062
Clouds,3041
Clouds,3254
Clouds,2699
Rain,2112
Clouds,1610
Clouds,1432
Clouds,930
Clouds,481
Clouds,694
Mist,831
Mist,1065
Clouds,1590
Clouds,2326
Clouds,3129
Clouds,3565
Clouds,3953
Clouds,4112
Clouds,4159
Clouds,4300
Clouds,4117
Clouds,3882
Clouds,3580
Clouds,2987
Drizzle,2579
Rain,2322
Drizzle,2322
Clouds,1843
Clouds,1108
Clouds,710
Rain,388
Rain,292
Rain,323
Rain,763
Rain,2717
Rain,5513
Rain,6873
Mist,6873
Drizzle,6873
Rain,6013
Mist,6013
Rain,4769
Mist,4769
Rain,4245
Mist,4245
Drizzle,4245
Rain,4688
Rain,4872
Rain,4904
Mist,4904
Rain,5162
Mist,5162
Drizzle,5162
Rain,5859
Mist,5859
Rain,6522
Mist,6522
Rain,6162
Rain,4357
Rain,3217
Rain,2838
Rain,2727
Rain,1826
Mist,1175
Mist,576
Rain,378
Mist,378
Fog,284
Mist,284
Mist,345
Rain,786
Mist,786
Rain,2839
Mist,2839
Mist,6738
Fog,6738
Mist,6171
Fog,6171
Mist,5036
Mist,4509
Mist,4774
Haze,4774
Haze,5173
Mist,5173
Haze,4994
Clouds,5387
Clouds,5969
Clouds,6684
Clouds,6651
Rain,4777
Clear,3188
Clear,2940
Clear,2545
Clear,2078
Clear,1255
Clear,655
Mist,377
Mist,266
Mist,360
Mist,789
Fog,789
Rain,2751
Mist,2751
Mist,5963
Fog,5963
Mist,6535
Mist,6060
Rain,4962
Mist,4962
Rain,4226
Clouds,4308
Rain,4989
Rain,5050
Clouds,5287
Rain,5948
Clouds,6759
Rain,6396
Clear,4851
Rain,3342
Clear,3002
Clouds,2799
Clouds,2179
Clouds,1216
Mist,697
Thunderstorm,697
Rain,456
Thunderstorm,456
Mist,456
Rain,328
Thunderstorm,328
Rain,398
Thunderstorm,398
Rain,809
Mist,809
Rain,5865
Thunderstorm,5865
Rain,6535
Rain,6172
Rain,5144
Mist,5144
Thunderstorm,5144
Rain,4634
Mist,4634
Thunderstorm,4634
Rain,5088
Thunderstorm,5088
Mist,5088
Rain,5126
Thunderstorm,5126
Mist,5126
Rain,5357
Rain,5640
Rain,6085
Rain,6517
Rain,6295
Rain,4885
Rain,3487
Drizzle,3487
Clouds,3122
Rain,2452
Clouds,1513
Clear,756
Clouds,501
Clouds,382
Clear,398
Clear,755
Clear,2634
Clear,5575
Clear,6651
Clear,5588
Clear,4995
Clear,4639
Clear,5187
Clear,5663
Clear,5457
Clear,5651
Clear,5939
Clear,6354
Clear,5508
Clear,4628
Clear,3629
Clouds,3286
Clear,3342
Clear,2967
Clear,2082
Clear,1228
Clear,723
Clear,565
Clear,389
Clear,415
Clear,766
Clouds,1456
Clouds,2036
Clouds,2685
Clouds,3557
Clouds,4067
Clouds,4256
Clouds,4761
Clouds,4676
Clouds,4715
Clouds,4286
Clouds,4509
Clouds,4200
Clouds,3651
Clouds,3137
Clouds,2835
Clouds,2965
Clouds,2856
Clouds,2137
Rain,1461
Rain,828
Rain,674
Clouds,476
Clouds,335
Clouds,537
Clouds,810
Clouds,1153
Clouds,1763
Clouds,2724
Clouds,3505
Clouds,4340
Clouds,4472
Clouds,4277
Rain,4261
Thunderstorm,4261
Rain,4242
Thunderstorm,4242
Rain,4271
Thunderstorm,4271
Mist,4271
Rain,3882
Mist,3882
Rain,3472
Clear,3023
Clear,2759
Clear,2873
Clear,2777
Mist,2149
Mist,686
Mist,387
Fog,387
Mist,298
Clear,347
Rain,816
Clear,2807
Clear,5552
Mist,6105
Mist,5653
Clear,5108
Clear,4481
Clear,4665
Clear,4990
Clear,4991
Clear,5296
Clear,5848
Clear,6520
Clear,6020
Clear,4382
Rain,3426
Thunderstorm,3426
Rain,2915
Clear,2564
Clear,1919
Clear,1130
Clear,639
Clouds,333
Clouds,314
Clear,363
Clear,834
Clear,2914
Clear,6058
Clear,6817
Clear,6541
Clear,5318
Clear,4644
Clear,4900
Clear,5308
Clear,5276
Clear,5626
Thunderstorm,6350
Rain,6910
Rain,6404
Clouds,4874
Clouds,3547
Clouds,3002
Clouds,2764
Clouds,1854
Clouds,1310
Clouds,657
Clouds,411
Clouds,276
Clouds,359
Clouds,2951
Clear,6056
Clouds,4857
Clouds,5067
Clear,6410
Clear,6708
Clear,3038
Clear,1363
Clouds,880
Clouds,2935
Clear,5239
Clear,5024
Clear,5706
Clear,5524
Clear,5595
Clouds,6065
Rain,5021
Clouds,1879
Clouds,878
Clouds,516
Clouds,353
Clouds,324
Clear,6138
Clouds,2754
Clouds,2094
Clouds,1474
Rain,1175
Rain,566
Rain,380
Thunderstorm,380
Mist,380
Rain,400
Thunderstorm,400
Mist,400
Squall,400
Rain,635
Thunderstorm,635
Mist,635
Rain,961
Mist,961
Rain,1264
Rain,1821
Rain,2803
Clear,3753
Clear,3210
Thunderstorm,1264
Thunderstorm,1338
Rain,804
Thunderstorm,804
Rain,656
Thunderstorm,656
Rain,635
Mist,635
Thunderstorm,635
Rain,961
Rain,1264
Mist,1264
Drizzle,1264
Mist,1821
Clouds,2803
Rain,3868
Clouds,4205
Rain,4603
Rain,4252
Clear,2842
Clear,2064
Clear,1264
Clear,766
Rain,350
Rain,324
Thunderstorm,848
Thunderstorm,2937
Rain,2937
Rain,5913
Thunderstorm,5913
Rain,6172
Thunderstorm,6172
Mist,6172
Rain,5866
Clouds,5284
Clouds,4764
Rain,4802
Clear,5116
Clear,5053
Clear,5457
Clouds,5656
Clouds,6366
Rain,5918
Clouds,4396
Clouds,3277
Clouds,2883
Rain,2473
Rain,1853
Rain,1116
Clouds,602
Clear,377
Clear,278
Clear,370
Mist,830
Clear,2929
Fog,6386
Mist,6386
Mist,6483
Clear,6266
Clear,5473
Clear,4698
Clear,5076
Clear,5341
Clear,5382
Rain,5697
Thunderstorm,5697
Rain,6214
Clouds,6724
Clouds,6261
Clouds,4533
Clouds,3442
Clouds,3080
Rain,2764
Rain,2016
Rain,1195
Clouds,675
Clear,412
Clear,308
Clouds,370
Clouds,798
Mist,2993
Clouds,6134
Clouds,6605
Clouds,5378
Clouds,5692
Clouds,4904
Clouds,5192
Clouds,5347
Clouds,5303
Clouds,5866
Clouds,5941
Clouds,6400
Clouds,5992
Clouds,4663
Clouds,3664
Clouds,3193
Clouds,2970
Clouds,2205
Clouds,1403
Clouds,713
Clouds,488
Clear,336
Clouds,367
Mist,870
Mist,2961
Mist,6054
Clouds,5952
Mist,6208
Mist,5572
Clouds,4801
Haze,5139
Rain,5306
Rain,5849
Thunderstorm,5849
Rain,6112
Rain,6337
Rain,5920
Rain,5163
Rain,3771
Rain,3346
Clouds,3146
Clouds,2449
Clouds,1427
Clear,792
Clouds,497
Clouds,370
Clouds,378
Clouds,785
Clouds,2746
Clouds,5365
Clouds,6507
Clouds,5678
Clear,5274
Clear,4816
Clear,5301
Clear,5602
Clear,6112
Rain,6134
Clear,6277
Clear,5628
Rain,4742
Rain,3767
Rain,3147
Rain,3143
Clear,3000
Clear,1962
Clear,1164
Clear,779
Rain,627
Clear,410
Rain,411
Clear,877
Clear,1452
Rain,1964
Clear,2801
Clouds,3627
Clouds,4024
Clouds,4461
Clouds,4800
Clouds,5001
Clouds,5234
Clouds,4623
Clouds,4450
Rain,4270
Clouds,4198
Rain,3667
Thunderstorm,3250
Rain,3250
Clouds,3309
Rain,2463
Rain,1556
Rain,887
Rain,734
Rain,391
Rain,354
Mist,354
Thunderstorm,354
Rain,520
Mist,520
Rain,905
Mist,905
Drizzle,905
Rain,1170
Drizzle,1170
Rain,1973
Clouds,3245
Rain,4123
Rain,4174
Clouds,4323
Clouds,4306
Clouds,4368
Clouds,4397
Clouds,4452
Clouds,4162
Clouds,3923
Clouds,3289
Clouds,3065
Clouds,2892
Clouds,2131
Clouds,1389
Clear,791
Clouds,444
Clouds,401
Clouds,341
Clouds,828
Clouds,2815
Clear,5880
Clouds,6783
Clear,5742
Clear,4764
Clear,4669
Clear,4863
Clear,5184
Clear,5154
Clouds,5408
Clear,4874
Clear,6378
Clear,5827
Clouds,4646
Clouds,3369
Clear,2917
Clear,2524
Clear,1862
Clear,1250
Clear,602
Clear,448
Clear,333
Clear,357
Clouds,806
Clouds,2952
Clear,6080
Clear,6759
Clear,5704
Clear,5225
Clear,4597
Clear,5031
Clear,5109
Clear,5310
Clouds,5489
Clouds,6041
Clouds,6432
Clear,6098
Clear,5000
Clear,3529
Clear,3074
Clear,2789
Clear,2090
Clear,1311
Clear,705
Clear,426
Clear,364
Clear,376
Clear,823
Clouds,2866
Clouds,5661
Clear,5621
Clear,5083
Clouds,4713
Clear,5123
Clear,5440
Clear,5281
Clear,6038
Clear,6214
Clear,6321
Clear,5553
Clear,4579
Clear,3539
